Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,dolv_125, market_cap 
AZZ,AZZ Inc,Common Stock,49.6,1260000000,Industrials,Electrical Equipment,Heavy Electrical Equipment,6009965.348,micro
QTT,Qutoutiao Inc,Depository Receipt,4.84,1260000000,Communication Services,Interactive Media & Services,Interactive Media & Services,13802730.86,micro
UVV,Universal Corp,Common Stock,51.42,1260000000,Consumer Staples,Tobacco,Tobacco,6373652.283,micro
CRC,California Resources Corp,Common Stock,25.45,1260000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,3939580.514,micro
FOE,Ferro Corp.,Common Stock,15.3,1260000000,Materials,Chemicals,Specialty Chemicals,4491751.74,micro
ALEX,Alexander & Baldwin Inc,Common Stock,17.4,1260000000,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs,5013299.824,micro
CRK,Comstock Resources Inc,Common Stock,5.41,1260000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,14130629.8,micro
TBPH,Theravance Biopharma Inc,Common Stock,19.61,1260000000,Health Care,Pharmaceuticals,Pharmaceuticals,6279189.142,micro
CAMT,Camtek Ltd,Common Stock,29,1250000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,3496190.194,micro
ZGNX,Zogenix Inc,Common Stock,22.54,1250000000,Health Care,Pharmaceuticals,Pharmaceuticals,21866572.01,micro
MNKD,MannKind Corp,Common Stock,5.41,1250000000,Health Care,Biotechnology,Biotechnology,12059102.93,micro
EFSC,Enterprise Financial Services Corp,Common Stock,40.03,1250000000,Financials,Banks,Regional Banks,3974177.873,micro
SA,Seabridge Gold Inc,Common Stock,18.5,1250000000,Materials,Metals & Mining,Gold,7690621.146,micro
TRHC,Tabula Rasa HealthCare Inc,Common Stock,53.52,1250000000,Health Care,Health Care Technology,Health Care Technology,15405725.06,micro
OCFC,OceanFirst Financial Corp.,Common Stock,20.58,1240000000,Financials,Banks,Regional Banks,4345522.138,micro
MESO,Mesoblast Ltd,Depository Receipt,10.53,1240000000,Health Care,Biotechnology,Biotechnology,10241168.05,micro
SAND,Sandstorm Gold Ltd,Common Stock,6.49,1240000000,Materials,Metals & Mining,Gold,12279042.64,micro
ICHR,Ichor Holdings Ltd,Common Stock,44.2,1230000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,10948468.65,micro
INGN,Inogen Inc,Common Stock,55.78,1230000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,6375151.776,micro
RDWR,Radware Ltd,Common Stock,26.15,1230000000,Information Technology,Communications Equipment,Communications Equipment,4924304.131,micro
TELL,Tellurian Inc,Common Stock,3.78,1230000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,18806061.75,micro
INVA,Innoviva Inc,Common Stock,12.1,1230000000,Health Care,Pharmaceuticals,Pharmaceuticals,8217251.623,micro
ATNX,Athenex Inc,Common Stock,13.16,1230000000,Health Care,Biotechnology,Biotechnology,10437235.14,micro
CNDT,Conduent Inc,Common Stock,5.845,1220000000,Information Technology,IT Services,Data Processing & Outsourced Services,7605806.868,micro
SILV,SilverCrest Metals Inc,Common Stock,9.47,1220000000,Materials,Metals & Mining,Precious Metals & Minerals,9105855.83,micro
OCUL,Ocular Therapeutix Inc,Common Stock,19.38,1220000000,Health Care,Pharmaceuticals,Pharmaceuticals,16201366.93,micro
GRVY,GRAVITY Co Ltd,Depository Receipt,174.66,1220000000,Communication Services,Entertainment,Interactive Home Entertainment,11151667.18,micro
BUSE,First Busey Corp,Common Stock,22.35,1220000000,Financials,Banks,Regional Banks,3216961.158,micro
FCF,First Commonwealth Financial Corp.,Common Stock,12.64,1220000000,Financials,Banks,Regional Banks,5493925.589,micro
TCMD,Tactile Systems Technology Inc,Common Stock,62.47,1210000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,7769119.354,micro
KROS,Keros Therapeutics Inc,Common Stock,59.98,1210000000,Health Care,Biotechnology,Biotechnology,10178358.05,micro
ELF,e.l.f. Beauty Inc,Common Stock,23.64,1210000000,Consumer Staples,Personal Products,Personal Products,17986878.52,micro
ATRI,ATRION Corp,Common Stock,675,1210000000,Health Care,Health Care Equipment & Supplies,Health Care Supplies,4605701.656,micro
NWBO,Northwest Biotherapeutics Inc,Common Stock,1.55,1210000000,Health Care,Biotechnology,Biotechnology,6625777.459,micro
GATO,Gatos Silver Inc,Common Stock,14.98,1210000000,Materials,Metals & Mining,Silver,7996205.792,micro
GPRO,GoPro Inc,Common Stock,8.04,1210000000,Consumer Discretionary,Household Durables,Consumer Electronics,37507616.54,micro
DIN,Dine Brands Global Inc,Common Stock,73.52,1210000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,25942011.56,micro
PRA,ProAssurance Corp,Common Stock,22.3,1200000000,Financials,Insurance,Property & Casualty Insurance,5135381.912,micro
KRA,Kraton Corp,Common Stock,37.59,1200000000,Materials,Chemicals,Specialty Chemicals,8234192.146,micro
EXTR,Extreme Networks Inc,Common Stock,9.685,1200000000,Information Technology,Communications Equipment,Communications Equipment,6759927.743,micro
NGD,New Gold Inc,Common Stock,1.77,1200000000,Materials,Metals & Mining,Gold,14802677.19,micro
VSTA,Vasta Platform Ltd,Common Stock,14.43,1200000000,Consumer Discretionary,Diversified Consumer Services,Education Services,3001666.152,micro
ACUIF,AcuityAds Holdings Inc,Common Stock,23.6959,1200000000,Communication Services,Interactive Media & Services,Interactive Media & Services,2716161.033,micro
RGR,Sturm Ruger & Co Inc.,Common Stock,68.34,1200000000,Consumer Discretionary,Leisure Products,Leisure Products,21924468.36,micro
ZUMZ,Zumiez Inc,Common Stock,46.87,1190000000,Consumer Discretionary,Specialty Retail,Apparel Retail,10303100.71,micro
TCBK,TriCo Bancshares,Common Stock,39.8001,1190000000,Financials,Banks,Regional Banks,2511716.052,micro
NMFC,New Mountain Finance Corp,Common Stock,12.28,1190000000,Financials,Capital Markets,Asset Management & Custody Banks,4803661.845,micro
BJRI,BJ's Restaurants Inc,Common Stock,53.23,1190000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,13812046.29,micro
GILT,Gilat Satellite Networks Ltd,Common Stock,21.3,1180000000,Information Technology,Communications Equipment,Communications Equipment,10524410.71,micro
DRQ,Dril-Quip Inc.,Common Stock,33.68,1180000000,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,7381258.534,micro
GGAL,"Grupo Financiero Galicia Sa, Buenos Aires",Depository Receipt,8.275,1180000000,Financials,Banks,Diversified Banks,7419330.887,micro
SAVA,Cassava Sciences Inc,Common Stock,46.105,1180000000,Health Care,Pharmaceuticals,Pharmaceuticals,179080253.9,micro
LRN,Stride Inc,Common Stock,28.27,1170000000,Consumer Discretionary,Diversified Consumer Services,Education Services,32909196.77,micro
TGH,Textainer Group Holdings Ltd,Common Stock,23.06,1170000000,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,5230876.185,micro
GTHX,G1 Therapeutics Inc,Common Stock,30.92,1170000000,Health Care,Biotechnology,Biotechnology,20146552.27,micro
TVTY,Tivity Health Inc,Common Stock,24.14,1170000000,Health Care,Health Care Providers & Services,Health Care Services,8354937.503,micro
PTEN,Patterson-UTI Energy Inc,Common Stock,6.25,1170000000,Energy,Energy Equipment & Services,Oil & Gas Drilling,12687434.22,micro
SHYF,The Shyft Group Inc,Common Stock,32.8,1170000000,Industrials,Machinery,Construction Machinery & Heavy Trucks,4652928.461,micro
ECOL,US Ecology Inc,Common Stock,37.49,1170000000,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,5890467.722,micro
SGH,SMART Global Holdings Inc,Common Stock,47.16,1170000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,7050832.878,micro
KOS,Kosmos Energy Ltd,Common Stock,2.88,1170000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,15305889.95,micro
TRVG,trivago N.V.,Depository Receipt,3.3,1170000000,Communication Services,Interactive Media & Services,Interactive Media & Services,4446514.692,micro
MORF,Morphic Holding Inc,Common Stock,37.53,1160000000,Health Care,Biotechnology,Biotechnology,2961913.988,micro
GLNG,Golar LNG Ltd,Common Stock,11.86,1160000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,18465541.81,micro
SAFT,Safety Insurance Group Inc,Common Stock,77.84,1160000000,Financials,Insurance,Property & Casualty Insurance,4861513.764,micro
CMRE,Costamare Inc,Common Stock,9.54,1160000000,Industrials,Marine,Marine,4703877.894,micro
MGPI,MGP Ingredients Inc,Common Stock,68.53,1160000000,Consumer Staples,Beverages,Distillers & Vintners,4720605,micro
PHAT,Phathom Pharmaceuticals Inc,Common Stock,44.58,1160000000,Health Care,Pharmaceuticals,Pharmaceuticals,3616373.31,micro
CLLS,Cellectis SA,Depository Receipt,27.17,1150000000,Health Care,Biotechnology,Biotechnology,7732150.762,micro
QUOT,Quotient Technology Inc,Common Stock,12.71,1150000000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,5181697.887,micro
CHCO,City Holding Co,Common Stock,73,1150000000,Financials,Banks,Regional Banks,3973576.206,micro
EVOP,EVO Payments Inc,Common Stock,27.39,1150000000,Information Technology,IT Services,Data Processing & Outsourced Services,8533811.745,micro
CHEF,Chefs' Warehouse Inc (The),Common Stock,30.38,1140000000,Consumer Staples,Food & Staples Retailing,Food Distributors,14708041.24,micro
CMCO,Columbus McKinnon Corp,Common Stock,47.77,1140000000,Industrials,Machinery,Industrial Machinery,3230393.389,micro
MTSC,MTS Systems Corp,Common Stock,58.6,1140000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,11924287.65,micro
BPFH,Boston Private Financial Holdings Inc,Common Stock,13.87,1140000000,Financials,Banks,Regional Banks,9524300.602,micro
SBSI,Southside Bancshares Inc,Common Stock,34.56,1140000000,Financials,Banks,Regional Banks,3039206.481,micro
SNEX,Stonex Group Inc,Common Stock,57.89,1140000000,Financials,Capital Markets,Investment Banking & Brokerage,4148884.831,micro
MGNX,MacroGenics Inc,Common Stock,20.23,1140000000,Health Care,Biotechnology,Biotechnology,14904497.66,micro
HEES,H&E Equipment Services Inc,Common Stock,31.41,1130000000,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,6107494.129,micro
FDMT,4d Molecular Therapeutics Inc,Common Stock,44.91,1130000000,Health Care,Biotechnology,Biotechnology,10090529.97,micro
DNOW,NOW Inc,Common Stock,10.33,1130000000,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,8608948.413,micro
TPB,Turning Point Brands Inc,Common Stock,59,1130000000,Consumer Staples,Tobacco,Tobacco,6518918.223,micro
TBBK,Bancorp Inc (The),Common Stock,19.61,1130000000,Financials,Banks,Regional Banks,4236283.346,micro
AMSF,AMERISAFE Inc,Common Stock,58.2,1130000000,Financials,Insurance,Property & Casualty Insurance,5425897.568,micro
TMP,Tompkins Financial Corp,Common Stock,75.77,1120000000,Financials,Banks,Regional Banks,2866230.462,micro
STEP,StepStone Group Inc,Common Stock,38.27,1120000000,Financials,Capital Markets,Asset Management & Custody Banks,11814642.46,micro
SOL,Renesola Ltd,Depository Receipt,23.33,1120000000,Industrials,Construction & Engineering,Construction & Engineering,42108558.12,micro
HCC,Warrior Met Coal Inc,Common Stock,21.91,1120000000,Materials,Metals & Mining,Steel,11713582.81,micro
KPTI,Karyopharm Therapeutics Inc,Common Stock,15.22,1120000000,Health Care,Biotechnology,Biotechnology,30751624.39,micro
IH,IHuman Inc,Depository Receipt,21.36,1120000000,Communication Services,Entertainment,Interactive Home Entertainment,5464107.948,micro
WLL,Whiting Petroleum Corp,Common Stock,29.34,1120000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,14345330.02,micro
HMI,Huami Corp,Depository Receipt,18.02,1120000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,5389103.116,micro
ARCO,Arcos Dorados Holdings Inc,Common Stock,5.37,1110000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,5130657.638,micro
AXL,American Axle & Manufacturing Holdings Inc,Common Stock,9.82,1110000000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,14690685.5,micro
PLRX,Pliant Therapeutics Inc,Common Stock,31.07,1110000000,Health Care,Pharmaceuticals,Pharmaceuticals,2678132.376,micro
SGTX,Sigilon Therapeutics Inc,Common Stock,36.42,1110000000,Health Care,Biotechnology,Biotechnology,6180298.564,micro
TSHA,Taysha Gene Therapies Inc,Common Stock,29.29,1110000000,Health Care,Biotechnology,Biotechnology,3994702.856,micro
CYH,Community Health Systems Inc,Common Stock,9.25,1110000000,Health Care,Health Care Providers & Services,Health Care Facilities,16664877.21,micro
SXI,Standex International Corp,Common Stock,90.82,1110000000,Industrials,Machinery,Industrial Machinery,4003580.785,micro
IDEX,Ideanomics Inc,Common Stock,4.61,1100000000,Information Technology,Software,Application Software,90247732,micro
BOMN,Boston Omaha Corp,Common Stock,40.33,1100000000,Communication Services,Media,Advertising,2514623.697,micro
VECO,Veeco Instruments Inc,Common Stock,22.12,1100000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,8062944.588,micro
IMAX,Imax Corp,Common Stock,18.64,1100000000,Communication Services,Entertainment,Movies & Entertainment,13158619.94,micro
NBHC,National Bank Holdings Corp,Common Stock,35.73,1090000000,Financials,Banks,Regional Banks,3805133.746,micro
STBA,S&T Bancorp Inc,Common Stock,27.84,1090000000,Financials,Banks,Regional Banks,3598738.64,micro
MDP,Meredith Corp,Common Stock,23.97,1090000000,Communication Services,Media,Publishing,8992206.143,micro
MDXG,MiMedx Group Inc,Common Stock,9.89,1090000000,Health Care,Biotechnology,Biotechnology,4918961.792,micro
EPZM,Epizyme Inc,Common Stock,10.74,1090000000,Health Care,Biotechnology,Biotechnology,11251862.56,micro
CLNC,Colony Credit Real Estate Inc,Common Stock,8.45,1090000000,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,2942505.305,micro
CGEN,Compugen Ltd,Common Stock,13.13,1090000000,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,19019181.37,micro
HVBTF,Hive Blockchain Technologies Ltd,Common Stock,3.14,1090000000,Information Technology,Software,Application Software,5404576.579,micro
PFC,Premier Financial Corp,Common Stock,29.02,1080000000,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,2521862.181,micro
AKRO,Akero Therapeutics Inc,Common Stock,31.16,1080000000,Health Care,Biotechnology,Biotechnology,6539730.254,micro
CMBM,Cambium Networks Corp,Common Stock,41.87,1080000000,Information Technology,Communications Equipment,Communications Equipment,7468600.036,micro
SVM,Silvercorp Metals Inc,Common Stock,6.13,1070000000,Materials,Metals & Mining,Silver,10849015.57,micro
DVAX,Dynavax Technologies Corp,Common Stock,9.74,1070000000,Health Care,Biotechnology,Biotechnology,30949301.19,micro
MATW,Matthews International Corp,Common Stock,33.78,1070000000,Industrials,Commercial Services & Supplies,Diversified Support Services,4436246.896,micro
VFF,Village Farms International Inc,Common Stock,16.21,1070000000,Consumer Staples,Food Products,Agricultural Products,24594190.2,micro
BEST,Best Inc,Depository Receipt,2.77,1070000000,Industrials,Air Freight & Logistics,Air Freight & Logistics,10491262.46,micro
GRBK,Green Brick Partners Inc,Common Stock,21.03,1070000000,Consumer Discretionary,Household Durables,Homebuilding,10181120.04,micro
FBNC,First Bancorp/NC,Common Stock,37.17,1060000000,Financials,Banks,Regional Banks,6482437.237,micro
BTBT,Bit Digital Inc,Common Stock,24.295,1060000000,Financials,Consumer Finance,Consumer Finance,75604208.29,micro
ANNX,Annexon Inc,Common Stock,27.9,1060000000,Health Care,Biotechnology,Biotechnology,4052486.399,micro
ATEC,Alphatec Holdings Inc,Common Stock,16.41,1060000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,10000582.03,micro
CTS,CTS Corp,Common Stock,32.7,1060000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,4260875.501,micro
PLCE,Childrens Place Inc (The),Common Stock,72.26,1050000000,Consumer Discretionary,Specialty Retail,Apparel Retail,36319562.79,micro
PLOW,Douglas Dynamics Inc,Common Stock,46.03,1050000000,Industrials,Machinery,Construction Machinery & Heavy Trucks,3538537.095,micro
ERF,Enerplus Corp,Common Stock,4.72,1050000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,4709177.376,micro
RUBY,RUBIUS THERAPEUTICS INC,Common Stock,12.95,1050000000,Health Care,Biotechnology,Biotechnology,6125130.619,micro
DENN,Dennys Corp,Common Stock,16.41,1050000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,15480787.14,micro
ECPG,Encore Capital Group Inc,Common Stock,33.38,1050000000,Financials,Consumer Finance,Consumer Finance,16684832.37,micro
DBD,Diebold Nixdorf Inc,Common Stock,13.45,1040000000,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",7803578.434,micro
OEC,Orion Engineered Carbons SA,Common Stock,17.27,1040000000,Materials,Chemicals,Commodity Chemicals,5856033.365,micro
IHRT,iHeartMedia Inc,Common Stock,14.9,1040000000,Communication Services,Media,Broadcasting,8909950.331,micro
JBSS,JOHN B SANFILIPPO & SON INC,Common Stock,90.97,1040000000,Consumer Staples,Food Products,Packaged Foods & Meats,4690353.517,micro
HA,Hawaiian Holdings Inc,Common Stock,22.66,1040000000,Industrials,Airlines,Airlines,20889185.96,micro
RES,RPC Inc.,Common Stock,4.84,1040000000,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,2702703.729,micro
AOSL,Alpha and Omega Semiconductor Ltd,Common Stock,40.36,1040000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,5780332.462,micro
ACRS,Aclaris Therapeutics Inc,Common Stock,24.21,1040000000,Health Care,Pharmaceuticals,Pharmaceuticals,25765019.32,micro
OSPN,OneSpan Inc,Common Stock,25.72,1040000000,Information Technology,Software,Systems Software,7216137.622,micro
KREF,KKR Real Estate Finance Trust Inc,Common Stock,18.69,1040000000,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,3576689.384,micro
AVID,Avid Technology Inc.,Common Stock,23.5,1040000000,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",6269971.194,micro
ZIOP,ZIOPHARM Oncology Inc,Common Stock,4.84,1040000000,Health Care,Biotechnology,Biotechnology,6615774.625,micro
ENTA,Enanta Pharmaceuticals Inc,Common Stock,51.32,1030000000,Health Care,Biotechnology,Biotechnology,7671287.312,micro
HGEN,Humanigen Inc,Common Stock,20.02,1030000000,Health Care,Biotechnology,Biotechnology,10608946.36,micro
ICPT,Intercept Pharmaceuticals Inc,Common Stock,31.33,1030000000,Health Care,Biotechnology,Biotechnology,31143855.42,micro
MCRI,Monarch Casino & Resort Inc,Common Stock,56.5,1030000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,4226222.09,micro
SWBI,Smith & Wesson Brands Inc,Common Stock,18.42,1030000000,Consumer Discretionary,Leisure Products,Leisure Products,47599822.03,micro
XONE,ExOne Co (The),Common Stock,54.23,1030000000,Industrials,Machinery,Industrial Machinery,19635268.33,micro
ACEL,Accel Entertainment Inc,Common Stock,10.75,1030000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,4298561.011,micro
BRKL,Brookline Bancorp Inc,Common Stock,13.06,1030000000,Financials,Banks,Regional Banks,3873220.616,micro
IMKTA,Ingles Markets Inc,Common Stock,50.55,1030000000,Consumer Staples,Food & Staples Retailing,Food Retail,4349712.201,micro
GRPN,Groupon Inc,Common Stock,35.57,1020000000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,36261486.05,micro
KFRC,Kforce Inc,Common Stock,46.63,1020000000,Industrials,Professional Services,Human Resource & Employment Services,4555765.318,micro
ENVA,Enova International Inc,Common Stock,28.5,1020000000,Financials,Consumer Finance,Consumer Finance,8196859.082,micro
CDMO,Avid Bioservices Inc,Common Stock,17.92,1020000000,Health Care,Biotechnology,Biotechnology,4948854.86,micro
DHT,DHT Holdings Inc,Common Stock,5.95,1020000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,14782586.72,micro
SENS,Senseonics Holdings Inc,Common Stock,4.16,1020000000,Health Care,Health Care Equipment & Supplies,Health Care Supplies,46387032.02,micro
BHE,Benchmark Electronics Inc,Common Stock,27.84,1020000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,4707409.606,micro
HIBB,Hibbett Sports Inc,Common Stock,61.13,1010000000,Consumer Discretionary,Specialty Retail,Specialty Stores,25184426.74,micro
OSUR,OraSure Technologies Inc,Common Stock,14.16,1010000000,Health Care,Health Care Equipment & Supplies,Health Care Supplies,21154174.12,micro
LE,Lands' End Inc,Common Stock,31.2,1010000000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,4924002.014,micro
PLSE,Pulse Biosciences Inc,Common Stock,39.96,1010000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,2566134.653,micro
ADAP,Adaptimmune Therapeutics plc,Depository Receipt,6.52,1010000000,Health Care,Biotechnology,Biotechnology,7689295.839,micro
ORIC,ORIC Pharmaceuticals Inc,Common Stock,32.92,1010000000,Health Care,Biotechnology,Biotechnology,7145400.561,micro
POSH,Poshmark Inc,Common Stock,77.94,1000000000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,118502668.1,micro
GLDD,Great Lakes Dredge & Dock Corp,Common Stock,15.48,1000000000,Industrials,Construction & Engineering,Construction & Engineering,4060952.659,micro
CCO,Clear Channel Outdoor Holdings Inc,Common Stock,2.14,999860000,Communication Services,Media,Advertising,3688923.362,micro
LMAT,LeMaitre Vascular Inc,Common Stock,49.16,997200000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,4435000.102,micro
VNDA,Vanda Pharmaceuticals Inc,Common Stock,18.23,997000000,Health Care,Biotechnology,Biotechnology,6833721.75,micro
KIDS,OrthoPediatrics Corp,Common Stock,50.68,991050000,Health Care,Health Care Equipment & Supplies,Health Care Supplies,8651067.696,micro
PRTS,CarParts.com Inc,Common Stock,20.6,984100000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,39065899.55,micro
MEG,Montrose Environmental Group Inc,Common Stock,39.38,980290000,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,6843167.062,micro
BKD,Brookdale Senior Living Inc,Common Stock,5.2,977160000,Health Care,Health Care Providers & Services,Health Care Facilities,6974983.683,micro
BHLB,Berkshire Hills Bancorp Inc,Common Stock,19.22,977010000,Financials,Banks,Regional Banks,6172520.324,micro
PTGX,Protagonist Therapeutics Inc,Common Stock,26.14,975410000,Health Care,Biotechnology,Biotechnology,9072257.269,micro
RDNT,RadNet Inc,Common Stock,18.88,974650000,Health Care,Health Care Providers & Services,Health Care Services,3563870.256,micro
APOG,Apogee Enterprises Inc,Common Stock,37.51,973830000,Industrials,Building Products,Building Products,7318896.179,micro
BRP,Brp Group Inc,Common Stock,28.7,972860000,Financials,Insurance,Insurance Brokers,9702786.601,micro
SCHL,Scholastic Corp,Common Stock,28.29,970380000,Communication Services,Media,Publishing,4679813.729,micro
BRBR,BellRing Brands Inc,Common Stock,24.52,968760000,Consumer Staples,Personal Products,Personal Products,6799197.813,micro
CRY,CryoLife Inc.,Common Stock,24.93,968710000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,4840818.586,micro
HZO,MarineMax Inc,Common Stock,43.7,966950000,Consumer Discretionary,Specialty Retail,Specialty Stores,14473013.96,micro
CDEV,Centennial Resource Development Inc,Common Stock,3.4801,965760000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,9842611.657,micro
FFWM,First Foundation Inc,Common Stock,21.6,964830000,Financials,Banks,Regional Banks,2602686.115,micro
BDTX,Black Diamond Therapeutics Inc,Common Stock,26.82,964530000,Health Care,Biotechnology,Biotechnology,9758755.341,micro
ANAB,AnaptysBio Inc,Common Stock,35.36,963400000,Health Care,Biotechnology,Biotechnology,8073971.835,micro
MYRG,MYR Group Inc,Common Stock,57.56,963350000,Industrials,Construction & Engineering,Construction & Engineering,5498938.867,micro
CLDX,Celldex Therapeutics Inc,Common Stock,24.44,961360000,Health Care,Biotechnology,Biotechnology,11615692.96,micro
TPRE,Third Point Reinsurance Ltd,Common Stock,10.08,960780000,Financials,Insurance,Reinsurance,2769347.487,micro
ODT,Odonate Therapeutics Inc,Common Stock,24.93,960450000,Health Care,Pharmaceuticals,Pharmaceuticals,8689578.51,micro
HOLI,Hollysys Automation Technologies Ltd,Common Stock,15.85,959510000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3546521.129,micro
NP,Neenah Inc,Common Stock,57.03,958220000,Materials,Paper & Forest Products,Paper Products,5153284.661,micro
BANC,Banc of California Inc,Common Stock,19.07,958170000,Financials,Banks,Regional Banks,2732377.24,micro
SCHN,Schnitzer Steel Industries Inc,Common Stock,34.88,957050000,Materials,Metals & Mining,Steel,6178895.909,micro
OFG,OFG Bancorp,Common Stock,18.59,955280000,Financials,Banks,Regional Banks,3300331.617,micro
STNG,Scorpio Tankers Inc,Common Stock,16.47,955260000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,19547860.75,micro
PUMP,ProPetro Holding Corp,Common Stock,9.42,950460000,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,7860672.142,micro
AWH,Aspira Womens Health Inc,Common Stock,9.13,949890000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,3871219.02,micro
TCRR,TCR2 Therapeutics Inc,Common Stock,28.43,948990000,Health Care,Biotechnology,Biotechnology,10479589.74,micro
BMA,Banco Macro SA,Depository Receipt,14.83,947640000,Financials,Banks,Diversified Banks,4976125.032,micro
SMP,Standard Motor Products Inc.,Common Stock,42.21,943690000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,6163359.79,micro
GPRE,Green Plains Inc,Common Stock,26.45,943400000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,9628257.759,micro
LXRX,Lexicon Pharmaceuticals Inc,Common Stock,8.09,943150000,Health Care,Biotechnology,Biotechnology,27163304.98,micro
VBIV,VBI Vaccines Inc,Common Stock,3.89,941530000,Health Care,Biotechnology,Biotechnology,30565414.21,micro
MWK,Mohawk Group Holdings Inc,Common Stock,42.98,940650000,Consumer Discretionary,Household Durables,Household Appliances,8406376.742,micro
PAHC,Phibro Animal Health Corp,Common Stock,23.23,939750000,Health Care,Pharmaceuticals,Pharmaceuticals,2765301.355,micro
LC,LendingClub Corp,Common Stock,12.24,938330000,Financials,Consumer Finance,Consumer Finance,13614881.88,micro
OII,Oceaneering International Inc.,Common Stock,9.43,936450000,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,8180481.213,micro
LBRT,Liberty Oilfield Services Inc,Common Stock,10.89,935080000,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,8887623.327,micro
CARA,Cara Therapeutics Inc,Common Stock,19.87,932230000,Health Care,Pharmaceuticals,Pharmaceuticals,6977249.812,micro
AYRWF,AYR Wellness Inc,Common Stock,33.65,930420000,Health Care,Pharmaceuticals,Pharmaceuticals,6595151.176,micro
PRDO,Perdoceo Education Corp,Common Stock,13.42,929830000,Consumer Discretionary,Diversified Consumer Services,Education Services,5611882.609,micro
SFL,SFL Corp Ltd,Common Stock,7.69,929770000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,6749306.575,micro
