symbol,sector,industry
KOS,Energy,Oil & Gas E&P
KPTI,Healthcare,Biotechnology
KR,Consumer Defensive,Grocery Stores
KRA,Basic Materials,Specialty Chemicals
KRC,Real Estate,REIT Office
KREF,Real Estate,REIT Mortgage
KRG,Real Estate,REIT Retail
KRKR,Communication Services,Internet Content & Information
KRMD,Healthcare,Medical Instruments & Supplies
KRNT,Industrials,Specialty Industrial Machinery
KRNY,Financial Services,Banks Regional
KRO,Basic Materials,Specialty Chemicals
KRON,Healthcare,Biotechnology
KROS,Healthcare,Biotechnology
KRP,Energy,Oil & Gas E&P
KRTX,Healthcare,Biotechnology
KRUS,Consumer Cyclical,Restaurants
KRYS,Healthcare,Biotechnology
KSMT,Financial Services,Shell Companies
KSS,Consumer Cyclical,Department Stores
KSU,Industrials,Railroads
KT,Communication Services,Telecom Services
KTB,Consumer Cyclical,Apparel Manufacturing
KTOS,Industrials,Aerospace & Defense
KURA,Healthcare,Biotechnology
KVHI,Technology,Communication Equipment
KW,Real Estate,Real Estate Services
KWR,Basic Materials,Specialty Chemicals
KXIN,Consumer Cyclical,Auto & Truck Dealerships
KYMR,Healthcare,Biotechnology
KZR,Healthcare,Biotechnology
L,Financial Services,Insurance Property & Casualty
LAC,Basic Materials,Other Industrial Metals & Mining
LAD,Consumer Cyclical,Auto & Truck Dealerships
LADR,Real Estate,REIT Mortgage
LAKE,Consumer Cyclical,Apparel Manufacturing
LAMR,Real Estate,REIT Specialty
LANC,Consumer Defensive,Packaged Foods
LAND,Real Estate,REIT Industrial
LARK,Financial Services,Banks Regional
LASR,Technology,Semiconductors
LATN,Financial Services,Shell Companies
LAUR,Consumer Defensive,Education & Training Services
LAWS,Industrials,Industrial Distribution
LAZ,Financial Services,Capital Markets
LAZR,Technology,Software—Application
LAZY,Consumer Cyclical,Auto & Truck Dealerships
LB,Consumer Cyclical,Apparel Retail
LBAI,Financial Services,Banks Regional
LBC,Financial Services,Banks Regional
LBRDA,Communication Services,Entertainment
LBRDK,Communication Services,Entertainment
LBRT,Energy,Oil & Gas Equipment & Services
LBTYB,Communication Services,Entertainment
LC,Financial Services,Credit Services
LCAP,Financial Services,Shell Companies
LCI,Healthcare,Drug Manufacturers Specialty & Generic
LCII,Consumer Cyclical,Recreational Vehicles
LCNB,Financial Services,Banks Regional
LCTX,Healthcare,Biotechnology
LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LCY,Financial Services,Shell Companies
LDL,Industrials,Specialty Industrial Machinery
LDOS,Technology,Information Technology Services
LE,Consumer Cyclical,Specialty Retail
LEA,Consumer Cyclical,Auto Parts
LEAF,Communication Services,Internet Content & Information
LEAP,Financial Services,Shell Companies
LECO,Industrials,Tools & Accessories
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LEGH,Consumer Cyclical,Residential Construction
LEGN,Healthcare,Biotechnology
LEJU,Real Estate,Real Estate Services
LEN,Consumer Cyclical,Residential Construction
LESL,Consumer Cyclical,Home Improvement Retail
LEU,Energy,Uranium
LEVI,Consumer Cyclical,Apparel Manufacturing
LEVL,Financial Services,Banks Regional
LFC,Financial Services,Insurance Life
LFTR,Financial Services,Shell Companies
LFUS,Technology,Electronic Components
LFVN,Consumer Defensive,Packaged Foods
LGIH,Consumer Cyclical,Residential Construction
LGND,Healthcare,Biotechnology
LGVW,Financial Services,Shell Companies
LH,Healthcare,Diagnostics & Research
LHCG,Healthcare,Medical Care Facilities
LHX,Industrials,Aerospace & Defense
LI,Consumer Cyclical,Auto Manufacturers
LII,Industrials,Specialty Industrial Machinery
LILA,Communication Services,Telecom Services
LILAK,Communication Services,Telecom Services
LIN,Basic Materials,Specialty Chemicals
LINC,Consumer Defensive,Education & Training Services
LIND,Consumer Cyclical,Travel Services
LINX,Technology,Software Application
LIQT,Industrials,Pollution & Treatment Controls
LITB,Consumer Cyclical,Internet Retail
LITE,Technology,Communication Equipment
LIVK,Financial Services,Shell Companies
LIVN,Healthcare,Medical Devices
LIVX,Communication Services,Entertainment
LIZI,Communication Services,Internet Content & Information
LJPC,Healthcare,Biotechnology
LKCO,Communication Services,Internet Content & Information
LKFN,Financial Services,Banks Regional
LKQ,Consumer Cyclical,Auto Parts
LL,Consumer Cyclical,Home Improvement Retail
LLNW,Technology,Software Infrastructure
LLY,Healthcare,Drug Manufacturers General
LMAT,Healthcare,Medical Instruments & Supplies
LMB,Industrials,Engineering & Construction
LMND,Financial Services,Insurance Property & Casualty
LMNL,Healthcare,Biotechnology
LMNR,Consumer Defensive,Farm Products
LMNX,Healthcare,Medical Instruments & Supplies
LMPX,Consumer Cyclical,Auto & Truck Dealerships
LMRK,Real Estate,Real Estate Services
LMT,Industrials,Aerospace & Defense
LNC,Financial Services,Insurance Life
LND,Consumer Defensive,Farm Products
LNDC,Consumer Defensive,Packaged Foods
LNG,Energy,Oil & Gas Midstream
LNN,Industrials,Farm & Heavy Construction Machinery
LNT,Utilities,Utilities Regulated Electric
LNTH,Healthcare,Diagnostics & Research
LOB,Financial Services,Banks Regional
LOCO,Consumer Cyclical,Restaurants
LOGC,Healthcare,Biotechnology
LOGI,Technology,Computer Hardware
LOMA,Basic Materials,Building Materials
LOOP,Basic Materials,Specialty Chemicals
LOPE,Consumer Defensive,Education & Training Services
LORL,Communication Services,Telecom Services
LOV,Communication Services,Internet Content & Information
LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LOW,Consumer Cyclical,Home Improvement Retail
LPCN,Healthcare,Biotechnology
LPG,Energy,Oil & Gas Midstream
LPI,Energy,Oil & Gas E&P
LPL,Technology,Consumer Electronics
LPLA,Financial Services,Capital Markets
LPRO,Financial Services,Credit Services
LPSN,Technology,Software Application
LPTH,Technology,Electronic Components
LPTX,Healthcare,Biotechnology
LPX,Industrials,Building Products & Equipment
LQDA,Healthcare,Biotechnology
LQDT,Consumer Cyclical,Internet Retail
LRCX,Technology,Semiconductor Equipment & Materials
LRMR,Healthcare,Biotechnology
LRN,Consumer Defensive,Education & Training Services
LSAQ,Financial Services,Shell Companies
LSCC,Technology,Semiconductors
LSF,Consumer Defensive,Packaged Foods
LSI,Real Estate,REIT Industrial
LSPD,Technology,Software Application
LSTR,Industrials,Integrated Freight & Logistics
LSXMA,Communication Services,Broadcasting
LSXMB,Communication Services,Broadcasting
LSXMK,Communication Services,Broadcasting
LTC,Real Estate,REIT Healthcare Facilities
LTHM,Basic Materials,Specialty Chemicals
LTRPA,Communication Services,Internet Content & Information
LTRPB,Communication Services,Internet Content & Information
LTRX,Technology,Communication Equipment
LU,Financial Services,Credit Services
LULU,Consumer Cyclical,Apparel Retail
LUMN,Communication Services,Telecom Services
LUMO,Healthcare,Biotechnology
LUNA,Technology,Scientific & Technical Instruments
LUNG,Healthcare,Medical Devices
LUV,Industrials,Airlines
LUXA,Financial Services,Shell Companies
LVS,Consumer Cyclical,Resorts & Casinos
LW,Consumer Defensive,Packaged Foods
LX,Financial Services,Credit Services
LXEH,Consumer Defensive,Education & Training Services
LXFR,Industrials,Specialty Industrial Machinery
LXRX,Healthcare,Biotechnology
LXU,Basic Materials,Chemicals
LYB,Basic Materials,Specialty Chemicals
LYFT,Technology,Software Application
LYG,Financial Services,Banks Regional
LYRA,Healthcare,Biotechnology
LYTS,Technology,Electronic Components
LYV,Communication Services,Entertainment
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
M,Consumer Cyclical,Department Stores
MA,Financial Services,Credit Services
MAA,Real Estate,REIT Residential
MAC,Real Estate,REIT Retail
MACK,Healthcare,Biotechnology
MACU,Financial Services,Shell Companies
MAG,Basic Materials,Silver
MAN,Industrials,Staffing & Employment Services
MANH,Technology,Software Application
MANT,Technology,Software Application
MANU,Consumer Cyclical,Leisure
MAR,Consumer Cyclical,Lodging
MARA,Financial Services,Capital Markets
MARK,Communication Services,Internet Content & Information
MAS,Industrials,Building Products & Equipment
MASI,Healthcare,Medical Instruments & Supplies
MASS,Healthcare,Medical Devices
MAT,Consumer Cyclical,Leisure
MATW,Industrials,Conglomerates
MATX,Industrials,Marine Shipping
MAX,Communication Services,Internet Content & Information
MAXN,Technology,Solar
MAXR,Technology,Communication Equipment
MBCN,Financial Services,Banks Regional
MBI,Financial Services,Insurance Specialty
MBII,Basic Materials,Agricultural Inputs
MBIN,Financial Services,Banks Regional
MBIO,Healthcare,Biotechnology
MBT,Communication Services,Telecom Services
MBUU,Consumer Cyclical,Recreational Vehicles
MBWM,Financial Services,Banks Regional
MC,Financial Services,Capital Markets
MCB,Financial Services,Banks Regional
MCBC,Financial Services,Banks Regional
MCBS,Financial Services,Banks Regional
MCD,Consumer Cyclical,Restaurants
MCF,Energy,Oil & Gas E&P
MCFE,Technology,Software Application
MCFT,Consumer Cyclical,Recreational Vehicles
MCHP,Technology,Semiconductors
MCK,Healthcare,Medical Distribution
MCMJ,Financial Services,Shell Companies
MCO,Financial Services,Financial Data & Stock Exchanges
MCRB,Healthcare,Biotechnology
MCRI,Consumer Cyclical,Resorts & Casinos
MCS,Communication Services,Entertainment
MCY,Financial Services,Insurance Property & Casualty
MD,Healthcare,Medical Care Facilities
MDB,Technology,Software Infrastructure
MDC,Consumer Cyclical,Residential Construction
MDCA,Communication Services,Advertising Agencies
MDGL,Healthcare,Biotechnology
MDLA,Technology,Software Application
MDLZ,Consumer Defensive,Confectioners
MDNA,Healthcare,Biotechnology
MDP,Communication Services,Publishing
MDRX,Healthcare,Health Information Services
MDT,Healthcare,Medical Devices
MDU,Basic Materials,Building Materials
MDVL,Healthcare,Drug Manufacturers—Specialty & Generic
MDWD,Healthcare,Biotechnology
MDWT,Financial Services,Insurance—Life
MDXG,Healthcare,Medical Devices
MEC,Industrials,Metal Fabrication
MED,Consumer Cyclical,Personal Services
MEDP,Healthcare,Diagnostics & Research
MEG,Industrials,Waste Management
MEI,Technology,Electronic Components
MEIP,Healthcare,Biotechnology
MELI,Consumer Cyclical,Internet Retail
MEOH,Basic Materials,Chemicals
MERC,Basic Materials,Paper & Paper Products
MESA,Industrials,Airlines
MESO,Healthcare,Biotechnology
MET,Financial Services,Insurance Life
METC,Basic Materials,Coking Coal
METX,Consumer Defensive,Education & Training Services
MFA,Real Estate,REIT Mortgage
MFC,Financial Services,Insurance Life
MFG,Financial Services,Banks Regional
MFGP,Technology,Software Infrastructure
MFIN,Financial Services,Credit Services
MFNC,Financial Services,Banks Regional
MG,Industrials,Security & Protection Services
MGA,Consumer Cyclical,Auto Parts
MGEE,Utilities,Utilities Diversified
MGI,Financial Services,Credit Services
MGIC,Technology,Software Application
MGLN,Healthcare,Healthcare Plans
MGM,Consumer Cyclical,Resorts & Casinos
MGNI,Communication Services,Advertising Agencies
MGNX,Healthcare,Biotechnology
MGP,Real Estate,REIT Diversified
MGPI,Consumer Defensive,Packaged Foods
MGRC,Industrials,Rental & Leasing Services
MGTA,Healthcare,Biotechnology
MGTX,Healthcare,Biotechnology
MGY,Energy,Oil & Gas E&P
MHH,Industrials,Staffing & Employment Services
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MHLD,Financial Services,Insurance Reinsurance
MHO,Consumer Cyclical,Residential Construction
MIC,Industrials,Airports & Air Services
MICT,Technology,Computer Hardware
MIDD,Industrials,Specialty Industrial Machinery
MIK,Consumer Cyclical,Specialty Retail
MIME,Technology,Software Infrastructure
MIRM,Healthcare,Biotechnology
MIST,Healthcare,Biotechnology
MITK,Technology,Software Application
MIXT,Technology,Software Application
MKC,Consumer Defensive,Packaged Foods
MKD,Basic Materials,Chemicals
MKL,Financial Services,Insurance Property & Casualty
MKSI,Technology,Scientific & Technical Instruments
MKTX,Financial Services,Capital Markets
MLAB,Technology,Scientific & Technical Instruments
MLAC,Financial Services,Shell Companies
MLCO,Consumer Cyclical,Resorts & Casinos
MLHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MLI,Industrials,Metal Fabrication
MLM,Basic Materials,Building Materials
MLP,Real Estate,Real Estate Development
MLR,Consumer Cyclical,Auto Parts
MLSS,Healthcare,Medical Instruments & Supplies
MLVF,Financial Services,Banks Regional
MMAC,Financial Services,Mortgage Finance
MMC,Financial Services,Insurance Brokers
MMI,Real Estate,Real Estate Services
MMM,Industrials,Specialty Industrial Machinery
MMP,Energy,Oil & Gas Midstream
MMS,Industrials,Specialty Business Services
MMSI,Healthcare,Medical Instruments & Supplies
MMX,Basic Materials,Other Precious Metals & Mining
MMYT,Consumer Cyclical,Travel Services
MN,Financial Services,Asset Management
MNKD,Healthcare,Biotechnology
MNOV,Healthcare,Biotechnology
MNR,Real Estate,REIT Industrial
MNRL,Energy,Oil & Gas E&P
MNRO,Consumer Cyclical,Auto Parts
MNSB,Financial Services,Banks Regional
MNSO,Consumer Cyclical,Specialty Retail
MNST,Consumer Defensive,Beverages Non-Alcoholic
MNTX,Industrials,Farm & Heavy Construction Machinery
MO,Consumer Defensive,Tobacco
MOD,Consumer Cyclical,Auto Parts
MODN,Technology,Software Application
MOFG,Financial Services,Banks Regional
MOGO,Technology,Software Application
MOGU,Consumer Cyclical,Internet Retail
MOH,Healthcare,Healthcare Plans
MOMO,Communication Services,Internet Content & Information
MOR,Healthcare,Biotechnology
MORF,Healthcare,Biotechnology
MORN,Financial Services,Financial Data & Stock Exchanges
MOS,Basic Materials,Agricultural Inputs
MOTN,Financial Services,Shell Companies
MOV,Consumer Cyclical,Luxury Goods
MP,Basic Materials,Other Industrial Metals & Mining
MPAA,Consumer Cyclical,Auto Parts
MPB,Financial Services,Banks Regional
MPC,Energy,Oil & Gas Refining & Marketing
MPLN,Healthcare,Healthcare Plans
MPLX,Energy,Oil & Gas Midstream
MPV,Financial Services,Asset Management
MPW,Real Estate,REIT Healthcare Facilities
MPWR,Technology,Semiconductors
MPX,Consumer Cyclical,Recreational Vehicles
MRAM,Technology,Semiconductors
MRC,Energy,Oil & Gas Equipment & Services
MRCY,Industrials,Aerospace & Defense
MREO,Healthcare,Biotechnology
MRK,Healthcare,Drug Manufacturers General
MRLN,Financial Services,Credit Services
MRNA,Healthcare,Biotechnology
MRNS,Healthcare,Biotechnology
MRO,Energy,Oil & Gas E&P
MRSN,Healthcare,Biotechnology
MRTN,Industrials,Trucking
MRTX,Healthcare,Biotechnology
MRUS,Healthcare,Biotechnology
MRVI,Healthcare,Biotechnology
MRVL,Technology,Semiconductors
MS,Financial Services,Capital Markets
MSA,Industrials,Security & Protection Services
MSB,Basic Materials,Steel
MSBI,Financial Services,Banks Regional
MSC,Consumer Cyclical,Resorts & Casinos
MSCI,Financial Services,Financial Data & Stock Exchanges
MSEX,Utilities,Utilities Regulated Water
MSFT,Technology,Software Infrastructure
MSGE,Communication Services,Entertainment
MSGN,Communication Services,Entertainment
MSGS,Communication Services,Entertainment
MSI,Technology,Communication Equipment
MSM,Industrials,Industrial Distribution
MSON,Healthcare,Medical Devices
MSP,Technology,Software Application
MSTR,Technology,Software Application
MT,Basic Materials,Steel
MTA,Basic Materials,Other Precious Metals & Mining
MTB,Financial Services,Banks Regional
MTBC,Healthcare,Health Information Services
MTCH,Communication Services,Internet Content & Information
MTCR,Healthcare,Biotechnology
MTD,Healthcare,Diagnostics & Research
MTDR,Energy,Oil & Gas E&P
MTEM,Healthcare,Biotechnology
MTG,Financial Services,Insurance Specialty
MTH,Consumer Cyclical,Residential Construction
MTL,Basic Materials,Steel
MTLS,Technology,Software Application
MTN,Consumer Cyclical,Resorts & Casinos
MTNB,Healthcare,Biotechnology
MTOR,Consumer Cyclical,Auto Parts
MTRN,Basic Materials,Other Industrial Metals & Mining
MTRX,Industrials,Engineering & Construction
MTSC,Technology,Scientific & Technical Instruments
MTSI,Technology,Semiconductors
MTW,Industrials,Farm & Heavy Construction Machinery
MTX,Basic Materials,Chemicals
MTZ,Industrials,Engineering & Construction
MU,Technology,Semiconductors
MUFG,Financial Services,Banks Diversified
MUR,Energy,Oil & Gas E&P
MUSA,Consumer Cyclical,Specialty Retail
MUX,Basic Materials,Other Precious Metals & Mining
MVBF,Financial Services,Banks Regional
MVIS,Technology,Scientific & Technical Instruments
MWA,Industrials,Specialty Industrial Machinery
MWK,Technology,Consumer Electronics
MX,Technology,Semiconductors
MXIM,Technology,Semiconductors
MXL,Technology,Semiconductors
MYE,Consumer Cyclical,Packaging & Containers
MYFW,Financial Services,Banks Regional
MYGN,Healthcare,Diagnostics & Research
MYOV,Healthcare,Biotechnology
MYRG,Industrials,Engineering & Construction
NAK,Basic Materials,Other Industrial Metals & Mining
NARI,Healthcare,Medical Devices
NAT,Industrials,Marine Shipping
NATH,Consumer Cyclical,Restaurants
NATI,Technology,Software Application
NATR,Consumer Defensive,Household & Personal Products
NAV,Industrials,Farm & Heavy Construction Machinery
NAVI,Financial Services,Credit Services
NBA,Financial Services,Shell Companies
NBAC,Financial Services,Shell Companies
NBEV,Consumer Defensive,Beverages Non-Alcoholic
NBHC,Financial Services,Banks Regional
NBIX,Healthcare,Biotechnology
NBLX,Energy,Oil & Gas Midstream
NBN,Financial Services,Banks Regional
NBR,Energy,Oil & Gas Drilling
NBSE,Healthcare,Biotechnology
NBTB,Financial Services,Banks Regional
NBTX,Healthcare,Biotechnology
NC,Energy,Thermal Coal
NCBS,Financial Services,Banks Regional
NCLH,Consumer Cyclical,Travel Services
NCMI,Communication Services,Advertising Agencies
NCNA,Healthcare,Biotechnology
NCNO,Technology,Software Application
NCR,Technology,Information Technology Services
NDAQ,Financial Services,Financial Data & Stock Exchanges
NDLS,Consumer Cyclical,Restaurants
NDSN,Industrials,Specialty Industrial Machinery
NEE,Utilities,Utilities Regulated Electric
NEM,Basic Materials,Gold
NEN,Real Estate,Real Estate Diversified
NEO,Healthcare,Diagnostics & Research
NEOG,Healthcare,Diagnostics & Research
NEP,Utilities,Utilities Renewable
NEPT,Healthcare,Drug Manufacturers Specialty & Generic
NERV,Healthcare,Biotechnology
NESR,Energy,Oil & Gas Equipment & Services
NET,Technology,Software Infrastructure
NEU,Basic Materials,Specialty Chemicals
NEW,Consumer Defensive,Education & Training Services
NEWR,Technology,Software Infrastructure
NEX,Energy,Oil & Gas Equipment & Services
NEXA,Basic Materials,Other Industrial Metals & Mining
NEXT,Energy,Oil & Gas E&P
NFBK,Financial Services,Banks Regional
NFE,Utilities,Utilities Regulated Gas
NFG,Energy,Oil & Gas Integrated
NFH,Healthcare,Medical Care Facilities
NFJ,Financial Services,Asset Management
NFLX,Communication Services,Entertainment
NG,Basic Materials,Gold
NGA,Financial Services,Shell Companies
NGD,Basic Materials,Gold
NGG,Utilities,Utilities Diversified
NGL,Energy,Oil & Gas Refining & Marketing
NGM,Healthcare,Biotechnology
NGMS,Communication Services,Electronic Gaming & Multimedia
NGS,Energy,Oil & Gas Equipment & Services
NGVC,Consumer Defensive,Grocery Stores
NGVT,Basic Materials,Specialty Chemicals
NH,Healthcare,Health Information Services
NHC,Healthcare,Medical Care Facilities
NHI,Real Estate,REIT Healthcare Facilities
NHIC,Financial Services,Shell Companies
NI,Utilities,Utilities Regulated Gas
NICE,Technology,Software Application
NIO,Consumer Cyclical,Auto Manufacturers
NISN,Industrials,Specialty Industrial Machinery
NIU,Consumer Cyclical,Auto Manufacturers
NJR,Utilities,Utilities Regulated Gas
NK,Healthcare,Biotechnology
NKE,Consumer Cyclical,Footwear & Accessories
NKLA,Consumer Cyclical,Auto Manufacturers
NKSH,Financial Services,Banks Regional
NKTR,Healthcare,Biotechnology
NKTX,Healthcare,Biotechnology
NL,Industrials,Security & Protection Services
NLOK,Technology,Software Infrastructure
NLS,Consumer Cyclical,Leisure
NLSN,Industrials,Consulting Services
NLTX,Healthcare,Drug Manufacturers Specialty & Generic
NLY,Real Estate,REIT Mortgage
NMCI,Industrials,Marine Shipping
NMIH,Financial Services,Insurance Property & Casualty
NMM,Industrials,Marine Shipping
NMMC,Financial Services,Shell Companies
NMR,Financial Services,Capital Markets
NMRK,Real Estate,Real Estate Services
NMTR,Healthcare,Biotechnology
NNBR,Industrials,Conglomerates
NNDM,Technology,Computer Hardware
NNI,Financial Services,Credit Services
NNN,Real Estate,REIT Retail
NNOX,Healthcare,Medical Devices
NOA,Energy,Oil & Gas Equipment & Services
NOAH,Financial Services,Asset Management
NOC,Industrials,Aerospace & Defense
NODK,Financial Services,Insurance Property & Casualty
NOK,Technology,Communication Equipment
NOMD,Consumer Defensive,Packaged Foods
NOV,Energy,Oil & Gas Equipment & Services
NOVA,Technology,Solar
NOVN,Healthcare,Biotechnology
NOVS,Financial Services,Shell Companies
NOVT,Technology,Scientific & Technical Instruments
NOW,Technology,Software Application
NP,Basic Materials,Paper & Paper Products
NPA,Financial Services,Shell Companies
NPK,Industrials,Aerospace & Defense
NPO,Industrials,Specialty Industrial Machinery
NPTN,Technology,Semiconductors
NR,Energy,Oil & Gas Equipment & Services
NRBO,Healthcare,Biotechnology
NRC,Healthcare,Diagnostics & Research
NRG,Utilities,Utilities Independent Power Producers
NRIM,Financial Services,Banks Regional
NRIX,Healthcare,Biotechnology
NRP,Energy,Thermal Coal
NRZ,Real Estate,REIT Mortgage
NS,Energy,Oil & Gas Midstream
NSA,Real Estate,REIT Industrial
NSC,Industrials,Railroads
NSCO,Industrials,Rental & Leasing Services
NSH,Financial Services,Shell Companies
NSIT,Technology,Information Technology Services
NSP,Industrials,Staffing & Employment Services
NSSC,Industrials,Security & Protection Services
NSTG,Healthcare,Biotechnology
NTAP,Technology,Computer Hardware
NTB,Financial Services,Banks Diversified
NTCT,Technology,Software Infrastructure
NTES,Communication Services,Internet Content & Information
NTGR,Technology,Communication Equipment
NTIC,Basic Materials,Specialty Chemicals
NTLA,Healthcare,Biotechnology
NTNX,Technology,Software Infrastructure
NTP,Real Estate,Real Estate Services
NTR,Basic Materials,Agricultural Inputs
NTRA,Healthcare,Diagnostics & Research
NTRS,Financial Services,Asset Management
NTST,Real Estate,REIT Retail
NTUS,Healthcare,Medical Devices
NTZ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NUAN,Technology,Software Application
NUE,Basic Materials,Steel
NUS,Consumer Defensive,Household & Personal Products
NUVA,Healthcare,Medical Devices
NUZE,Consumer Defensive,Packaged Foods
NVAX,Healthcare,Biotechnology
NVCR,Healthcare,Medical Instruments & Supplies
NVDA,Technology,Semiconductors
NVEC,Technology,Semiconductors
NVEE,Industrials,Engineering & Construction
NVGS,Energy,Oil & Gas Midstream
NVMI,Technology,Semiconductor Equipment & Materials
NVO,Healthcare,Biotechnology
NVR,Consumer Cyclical,Residential Construction
NVRO,Healthcare,Medical Devices
NVS,Healthcare,Drug Manufacturers General
NVST,Healthcare,Medical Instruments & Supplies
NVT,Industrials,Electrical Equipment & Parts
NVTA,Healthcare,Diagnostics & Research
NWBI,Financial Services,Banks Regional
NWE,Utilities,Utilities Diversified
NWFL,Financial Services,Banks Regional
NWG,Financial Services,Banks Diversified
NWL,Consumer Defensive,Household & Personal Products
NWLI,Financial Services,Insurance Life
NWN,Utilities,Utilities Regulated Gas
NWPX,Industrials,Metal Fabrication
NWS,Communication Services,Broadcasting
NWSA,Communication Services,Broadcasting
NX,Industrials,Building Products & Equipment
NXE,Energy,Uranium
NXGN,Healthcare,Health Information Services
NXPI,Technology,Semiconductors
NXRT,Real Estate,REIT Residential
NXST,Communication Services,Broadcasting
NXTC,Healthcare,Biotechnology
NYC,Real Estate,REIT Office
NYCB,Financial Services,Banks Regional
NYMT,Real Estate,REIT Mortgage
NYMX,Healthcare,Biotechnology
NYT,Communication Services,Publishing
O,Real Estate,REIT Retail
OAC,Financial Services,Shell Companies
OACB,Financial Services,Shell Companies
OAS,Energy,Oil & Gas E&P
OBCI,Industrials,Conglomerates
OBNK,Financial Services,Banks Regional
OBSV,Healthcare,Biotechnology
OC,Industrials,Building Products & Equipment
OCFC,Financial Services,Banks Regional
OCFT,Technology,Software—Application
OCG,Consumer Cyclical,Internet Retail
OCGN,Healthcare,Biotechnology
OCN,Financial Services,Mortgage Finance
OCUL,Healthcare,Biotechnology
OCX,Healthcare,Biotechnology
ODC,Basic Materials,Specialty Chemicals
ODFL,Industrials,Trucking
ODP,Consumer Cyclical,Specialty Retail
ODT,Healthcare,Biotechnology
OEC,Basic Materials,Specialty Chemicals
OEG,Utilities,Utilities Diversified
OESX,Industrials,Electrical Equipment & Parts
OFC,Real Estate,REIT Office
OFED,Financial Services,Banks Regional
OFG,Financial Services,Banks Regional
OFIX,Healthcare,Medical Devices
OFLX,Industrials,Specialty Industrial Machinery
OGE,Utilities,Utilities Regulated Electric
OGI,Healthcare,Drug Manufacturers Specialty & Generic
OGS,Utilities,Utilities Regulated Gas
OHI,Real Estate,REIT Healthcare Facilities
OI,Consumer Cyclical,Packaging & Containers
OII,Energy,Oil & Gas Equipment & Services
OIIM,Technology,Semiconductors
OIS,Energy,Oil & Gas Equipment & Services
OKE,Energy,Oil & Gas Midstream
OKTA,Technology,Software Infrastructure
OLED,Technology,Semiconductor Equipment & Materials
OLLI,Consumer Defensive,Discount Stores
OLMA,Healthcare,Biotechnology
OLN,Basic Materials,Specialty Chemicals
OLP,Real Estate,REIT Diversified
OM,Healthcare,Medical Devices
OMAB,Industrials,Airports & Air Services
OMC,Communication Services,Advertising Agencies
OMCL,Healthcare,Health Information Services
OMER,Healthcare,Biotechnology
OMF,Financial Services,Credit Services
OMI,Healthcare,Medical Distribution
OMP,Energy,Oil & Gas Midstream
ON,Technology,Semiconductors
ONB,Financial Services,Banks Regional
ONCR,Healthcare,Biotechnology
ONCS,Healthcare,Biotechnology
ONCT,Healthcare,Biotechnology
ONCY,Healthcare,Biotechnology
ONDS,Technology,Communication Equipment
ONE,Consumer Defensive,Education & Training Services
ONEM,Healthcare,Health Information Services
ONEW,Consumer Cyclical,Recreational Vehicles
ONTO,Technology,Semiconductors
ONTX,Healthcare,Biotechnology
OOMA,Communication Services,Telecom Services
OPBK,Financial Services,Banks Regional
OPCH,Healthcare,Medical Care Facilities
OPEN,Real Estate,Real Estate Services
OPI,Real Estate,REIT Office
OPK,Healthcare,Diagnostics & Research
OPOF,Financial Services,Banks Regional
OPRA,Technology,Software Infrastructure
OPRT,Financial Services,Credit Services
OPRX,Healthcare,Health Information Services
OPTN,Healthcare,Drug Manufacturers Specialty & Generic
OPY,Financial Services,Capital Markets
OR,Basic Materials,Gold
ORA,Utilities,Utilities Renewable
ORAN,Communication Services,Telecom Services
ORBC,Communication Services,Telecom Services
ORC,Real Estate,REIT Mortgage
ORCL,Technology,Software Infrastructure
ORGO,Healthcare,Drug Manufacturers Specialty & Generic
ORGS,Healthcare,Biotechnology
ORI,Financial Services,Insurance Diversified
ORIC,Healthcare,Biotechnology
ORLA,Basic Materials,Gold
ORLY,Consumer Cyclical,Specialty Retail
ORMP,Healthcare,Biotechnology
ORN,Industrials,Engineering & Construction
ORPH,Healthcare,Biotechnology
ORRF,Financial Services,Banks Regional
ORTX,Healthcare,Biotechnology
OSB,Basic Materials,Lumber & Wood Production
OSBC,Financial Services,Banks Regional
OSG,Energy,Oil & Gas Midstream
OSH,Healthcare,Medical Care Facilities
OSIS,Technology,Electronic Components
OSK,Industrials,Farm & Heavy Construction Machinery
OSMT,Healthcare,Biotechnology
OSPN,Technology,Software Application
OSTK,Consumer Cyclical,Internet Retail
OSUR,Healthcare,Medical Instruments & Supplies
OSW,Consumer Cyclical,Leisure
OTEX,Technology,Software Application
OTIC,Healthcare,Biotechnology
OTIS,Industrials,Specialty Industrial Machinery
OTLK,Healthcare,Biotechnology
OTRA,Financial Services,Shell Companies
OTRK,Healthcare,Medical Care Facilities
OTTR,Utilities,Utilities Diversified
OUT,Real Estate,REIT Specialty
OVBC,Financial Services,Banks Regional
OVID,Healthcare,Biotechnology
OVLY,Financial Services,Banks Regional
OVV,Energy,Oil & Gas E&P
OXFD,Healthcare,Diagnostics & Research
